"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03","WV20"
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-12","4.25",," 1137","0.00",,"75","54",,"  200","  200",,"12.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-13","7.38",," 1606","0.00",,"82","57",,"  240","  240",,"17.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-14","8.28",," 0351","0.08",,"75","57",,"   70","   20",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-15","5.14",," 1504","0.00",,"73","53",,"  110","  130",,"12.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-16","4.92",," 1419","0.00",,"78","54",,"  210","  210",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-17","8.05",," 1100","0.22",,"74","67",,"  220","  200",,"21.0","27.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-18","4.92",," 1425","0.00",,"80","64",,"  250","  250",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-19","3.36",," 1501","0.00",,"83","58",,"  210","  200",,"13.0","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-20","3.13",," 0913","0.00",,"82","63",,"  360","  350",,"12.1","13.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-21","2.46",," 1231","0.00",,"81","57",,"  290","  280",,"10.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-22","4.47",," 1649","0.00",,"86","64",,"  200","  250",,"13.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-23","6.93",," 1851","0.00",,"77","62",,"   10","   10",,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-24","6.49",," 0003","0.00",,"69","55",,"   80","   50",,"14.1","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-25","6.93",," 1433","0.00",,"71","51",,"  120","  120",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-26","8.72",," 1600","0.27",,"68","56",,"  260","  240",,"21.0","27.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-27","9.62",," 1137","0.00",,"69","52",,"  230","  230",,"25.9","35.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-28","4.70",," 1920","0.81",,"61","54",,"  170","  180",,"16.1","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-29","10.96",," 0645","4.07",,"65","57",,"   70","  100",,"21.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-09-30","10.74",," 0028","0.74",,"61","57",,"   80","   80",,"18.1","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-01","6.26",," 2050","0.76",,"69","54",,"  230","  230",,"25.9","34.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-02","2.01",," 1720","0.01",,"69","52",,"  260","  290",,"10.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-03","2.46",," 0746","0.00",,"67","52",,"  360","  360",,"8.9","12.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-04","6.04",," 1626","0.00",,"72","53",,"  100","  120",,"15.0","18.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-05","9.17",," 1640","0.00",,"76","60",,"  150","  150",,"18.1","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-06","5.82",," 0054","0.00",,"79","61",,"  200","  200",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-07","6.26",," 2302","0.00",,"79","59",,"  320","  320",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-08","9.40",," 1308","0.00",,"61","46",,"  310","  280",,"17.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-09","5.82",," 1336","0.00",,"61","41",,"   10","  290",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-10","3.58",," 1257","0.00",,"60","39",,"  190","  180",,"10.1","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-11","5.14",," 1041","0.00",,"66","47",,"  200","  200",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-12","10.51",," 2123","0.16",,"76","51",,"  250","  220",,"21.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-13","6.26",," 0045","0.00",,"57","43",,"  330","  320",,"21.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-14","4.03",," 1346","0.00",,"61","38",,"  140","  170",,"13.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-15","8.50",," 1434","0.00",,"71","44",,"  190","  180",,"18.1","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-16","9.17",," 1449","0.13",,"69","64",,"  240","  240",,"19.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-17","10.51",," 2247","0.00",,"80","64",,"  210","  220",,"23.0","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-18","14.76",," 0905","0.00",,"76","60",,"  230","  230",,"25.9","36.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-19","2.46",," 1235","0.02",,"71","50",,"  120","  230",,"8.9","13.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-20","6.93",," 2145","0.69",,"60","49",,"   10","  350",,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-21","11.41",," 1247","0.23",,"53","42",,"   10","   10",,"21.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-22","8.72",," 1106","0.00",,"52","39",,"  290","  340",,"18.1","27.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-23","6.93",," 2237","0.00",,"63","45",,"  360","  330",,"16.1","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-24","8.50",," 0846","0.00",,"54","43",,"  320","  340",,"18.1","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-25","4.92",," 1119","0.00",,"54","37",,"  360","  360",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-26","8.50",," 1708","0.12",,"43","34",,"   80","   80",,"17.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-27","8.05",," 0153","0.12",,"48","38",,"   80","  110",,"18.1","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-28","6.71",," 2215","0.00",,"54","32",,"  210","  200",,"18.1","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-29","11.41",," 0442","0.00",,"71","54",,"  240","  220",,"19.9","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-30","7.38",," 1155","0.02",,"55","39",,"  350","  350",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-10-31","4.92",," 1423","0.00",,"52","34",,"  170","  130",,"15.0","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-01","7.83",," 1343","0.00",,"75","45",,"  230","  210",,"15.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-02","2.68",," 2341","0.02",,"65","56",,"   70","  290",,"8.1","11.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-03","6.26",," 0343","0.02",,"60","50",,"  350","  350",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-04","6.26",," 1307","0.00",,"56","44",,"  360","  280",,"12.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-05","6.71",," 1409","0.00",,"67","42",,"  270","  260",,"14.1","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-06","2.01",," 1509","0.00",,"63","40",,"  100","  130",,"8.1","8.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-07","2.46",," 1541","0.00",,"65","39",,"  210","  180",,"10.1","13.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-08","4.70",," 1907","0.00",,"59","42",,"  340","  360",,"21.0","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-09","8.72",," 0404","0.02",,"52","38",,"  360","  330",,"19.9","27.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-10","11.63",," 1350","0.00",,"63","39",,"  260","  250",,"23.0","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-11","9.62",," 1321","0.00",,"54","32",,"  360","  360",,"23.0","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-12","6.93",," 1036","0.00",,"49","28",,"  250","  250",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-13","11.41",," 2207","0.00",,"57","34",,"  220","  220",,"18.1","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-14","7.83",," 1413","0.00",,"58","34",,"  220","  220",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-15","3.58",," 2335","0.00",,"57","37",,"  280","  290",,"13.0","18.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-16","3.80",," 1526","0.00",,"59","39",,"  260","  270",,"10.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-17","7.16",," 1333","0.00",,"60","36",,"  190","  200",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-18","10.29",," 2047","0.03",,"71","52",,"  220","  230",,"23.0","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-19","15.21",," 2203","0.04",,"62","32",,"  310","  330",,"28.0","38.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-20","14.32",," 0836","0.00",,"35","27",,"  330","  340",,"25.1","36.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-21","10.74",," 1154","0.00",,"38","26",,"  320","  320",,"19.9","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-22","3.80",," 0033","0.00",,"40","23",,"  320","  320",,"12.1","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-23","6.93",," 1835","0.24",,"40","24",,"  130","  130",,"14.1","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-24","6.93",," 1547","0.04",,"46","39",,"  280","  270",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-25","7.61",," 1925","0.02",,"43","39",,"  270","  270",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-26","8.50",," 1554","0.00",,"42","37",,"  270","  280",,"15.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-27","6.71",," 1307","0.00",,"46","30",,"  190","  220",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-28","11.18",," 2326","0.33",,"48","35",,"  150","  150",,"28.0","40.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-29","11.63",," 0027","0.09",,"57","48",,"  160","  160",,"28.0","38.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-11-30","8.05",," 2015","0.00",,"57","42",,"  270","  280",,"21.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-01","14.09",," 1137","0.01",,"42","35",,"  240","  240",,"23.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-02","10.07",," 1331","0.01",,"42","35",,"  310","  310",,"18.1","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-03","6.71",," 1708","0.00",,"39","34",,"  280","  260",,"12.1","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-04","4.92",," 2012","0.12",,"39","33",,"  150","  130",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-05","8.05",," 0828","0.00",,"42","28",,"  240","  280",,"15.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-06","6.93",," 0951","0.16",,"41","27",,"   90","  110",,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-07","12.75",," 1407","0.00",,"37","30",,"  230","  220",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-08","13.42",," 1533","0.00",,"31","26",,"  290","  270",,"21.0","30.0","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-09","9.62",," 1332","0.00",,"33","25",,"  290","  300",,"18.1","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-10","9.62",," 1242","0.00",,"28","23",,"  250","  260",,"18.1","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-11","9.17",," 1529","0.26",,"32","23",,"  180","  180",,"19.9","27.1",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-12","10.74",," 1031","0.00",,"35","26",,"  270","  290",,"21.0","31.1","    1",,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-13","9.84",," 2113","0.00",,"27","14",,"  290","  300",,"19.9","25.9","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-14","12.30",," 1046","0.00",,"19","10",,"  230","  230",,"23.0","31.1","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-15","12.53",," 1126","0.00",,"17","6",,"  270","  280",,"21.0","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-16","8.28",," 2210","0.03",,"20","5",,"  150","  140",,"14.1","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-17","5.37",," 0149","0.01",,"28","19",,"  170","  140",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-18","8.05",," 0454","0.02",,"24","11",,"  330","  330",,"18.1","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-19","8.95",," 1929","0.00",,"16","5",,"  230","  230",,"17.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-20","15.21",," 1458","0.00",,"30","10",,"  230","  230",,"31.1","44.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-21","8.95",," 2217","0.00",,"33","20",,"  210","  200",,"15.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-22","9.17",," 1248","0.00",,"41","30",,"  310","  330",,"16.1","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-23","8.05",," 1004","0.04",,"34","25",,"  230","  220",,"14.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-24","6.04",," 0036","0.03",,"38","34",,"  210","  220",,"14.1","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-25","6.71",," 2304","0.00",,"35","34",,"  110","  110",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-26","13.42",," 2300","0.41",,"56","34",,"  260","  280",,"29.1","42.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-27","11.63",," 0034","0.00",,"43","29",,"  270","  260",,"31.1","40.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-28","8.50",," 2256","0.01",,"37","29",,"  210","  210",,"18.1","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-29","12.75",," 1312","0.03",,"42","31",,"  280","  280",,"21.9","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-30","11.18",," 1355","0.00",,"31","29",,"  290","  290",,"21.0","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2016-12-31","15.88",," 1806","0.00",,"46","29",,"  230","  290",,"29.1","36.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-01","6.04",," 0017","0.00",,"40","24",,"  190","  280",,"14.1","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-02","6.71",," 1816","0.06",,"42","26",,"   80","  110",,"15.0","18.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-03","6.93",," 2300","0.30",,"43","38",,"  300","  320",,"16.1","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-04","18.12",," 1425","0.00",,"38","18",,"  270","  260",,"31.1","44.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-05","11.63",," 1159","0.00",,"19","12",,"  250","  280",,"18.1","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-06","7.38",," 1020","0.00",,"15","9",,"  260","  250",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-07","9.17",," 1550","0.00",,"15","6",,"  260","  260",,"19.9","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-08","8.72",," 1116","0.00",,"18","8",,"  300","  330",,"17.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-09","12.30",," 0418","0.00",,"29","16",,"  210","  210",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-10","18.34",," 2229","0.30",,"48","27",,"  260","  270",,"33.1","49.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-11","12.30",," 0105","0.08",,"52","29",,"  260","  250",,"30.0","42.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-12","9.17",," 0142","0.32",,"57","28",,"  240","  230",,"23.0","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-13","7.16",," 0213","0.00",,"28","19",,"  310","  330",,"14.1","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-14","3.13",," 0040","0.00",,"32","22",,"   90","   90",,"10.1","12.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-15","4.03",," 1449","0.00",,"33","17",,"  220","  240",,"8.9","13.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-16","3.58",," 2341","0.15",,"34","19",,"  100","  100",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-17","7.61",," 2035","0.29",,"46","32",,"  270","  270",,"16.1","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-18","9.40",," 2022","0.01",,"41","35",,"  240","  240",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-19","6.93",," 0013","0.00",,"38","32",,"  240","  250",,"16.1","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-20","6.93",," 0738","0.09",,"42","32",,"   80","   90",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-21","3.80",," 1212","0.00",,"57","38",,"  170","  210",,"10.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-22","3.36",," 1542","0.00",,"48","38",,"  100","  110",,"8.9","11.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-23","6.93",," 0247","0.05",,"44","39",,"   20","   50",,"10.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-24","5.37",," 1755","0.01",,"40","36",,"  300","  320",,"14.1","18.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-25","8.50",," 2034","0.02",,"46","36",,"  250","  250",,"21.0","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-26","13.42",," 0237","0.01",,"41","34",,"  240","  250",,"21.9","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-27","13.42",," 2053","0.00",,"34","27",,"  260","  250",,"21.9","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-28","11.86",," 1305","0.00",,"30","27",,"  250","  240",,"18.1","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-29","4.70",," 1404","0.01",,"30","24",,"  290","  340",,"13.0","19.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-30","6.93",," 2200","0.04",,"26","17",,"  360","  200",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-01-31","8.05",," 2025","0.03",,"33","24",,"  270","  270",,"21.0","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-02-01","6.93",," 0006","0.01",,"38","29",,"  270","  270",,"16.1","21.9","    1",,,,,,,"    1",,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-02-02","11.18",," 1329","0.00",,"30","15",,"  290","  280",,"21.0","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-02-03","8.72",," 1436","0.00",,"23","13",,"  320","  290",,"19.9","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-02-04","9.40",," 1450","0.00",,"29","13",,"  220","  220",,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-02-05","9.17",," 0525","0.00",,"37","26",,"  240","  230",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-02-06","4.92",," 1136","0.00",,"40","20",,"  220","  220",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-02-07","9.62",," 2031","0.76",,"55","32",,"  260","  260",,"25.9","36.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014822","DETROIT CITY AIRPORT, MI US","2017-02-08","9.62",," 0003","0.00",,"41","24",,"  260","  270",,"23.0","30.0",,,,,,,,,,,,,,,,,,,,,,
